"Response ID","Date submitted","Last page","Start language","For a systematic review to compare effectiveness of exposure therapy based on the habituation versus inhibition-learning theories of exposure, we will process published therapy evaluations and code the active ingredients.  	We list the active ingredients in this list, and we have two questions about this list.  	The results of this brief exploration will be shared through the Open Science Framework repository for this project, which is located at https://osf.io/3nze4. The raw datafile from LimeSurvey will be shared. Therefore, please do not list any personal data here, unless you consent to the publication of these personal data.  	If you have any questions, feel free to contact Pepijn van der Hulle at pepijnvanderhulle@gmail.com or Gjalt-Jorn Peters at gjalt-jorn@behaviorchange.eu.","Active ingredient  			 				Definition and coding instruction  		 	  	 		 			 				Fear hierarchy  			 				The exposure trials are rank-ordered in their ability to elicit anxiety.  		 		 			 				Fear monitoring  			 				The fear level of the participant is being monitored throughout the exposure trial.  		 		 			 				Fear level  			 				The end of the exposure trial is determined by fear reduction to a certain level.  		 		 			 				Expectancy statement  			 				Expectancies for aversive events are explicitly stated before the start of the exposure trial.  		 		 			 				Learning consolidation  			 				Following the exposure trial, the learning is consolidated by asking participants to judge what they learned regarding the non-occurrence of the feared event, discrepancies between what was predicted and what occurred.  		 		 			 				Expectancy violation  			 				The end of the exposure trial is determined by expectancy reduction to a certain level.  		 		 			 				Lessen overestimation  			 				Cognitive interventions designed to lessen probability overestimation (e.g., “I am unlikely to be bitten by the dog”) and perceived negative valence (e.g., “It is not so bad to be rejected”) occur.  		 		 			 				Deepened extinction  			 				Combination of multiple cues (internal and/or external) during exposure therapy, after initially conducting some exposure to each cue in isolation.  		 		 			 				Occasional reinforced extinction  			 				Occasional CS-US pairings during extinction training occur.  		 		 			 				Removal of safety signals  			 				The prevention or removal of “safety signals” or “safety behaviors"" during the exposure therapy occurs.  		 		 			 				Variability  			 				Exposure is conducted with varying stimuli, for varying durations, at varying levels of intensity, or items from a fear hierarchy are selected out of order, rather than continuing exposure in one situation until fear declines before moving to the next situation.  		 		 			 				Retrieval cues  			 				Retrieval cues (of the CS-no US association) are included during extinction training to be used in other contexts once extinction is over.  		 		 			 				Multiple contexts  			 				Interoceptive, imaginal, and in vivo exposures are conducted in multiple different contexts, such as when alone, in unfamiliar places, or at varying times of day or varying days of the week.  		 		 			 				Reconsolidation  			 				The phobic stimulus is introduced for a brief period about 30 minutes before repeated trials of exposure.  		 	   	 ","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Fear hierarchy]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Fear monitoring]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Fear level]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [expectancy statement]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Learning consolidation]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Expectancy violation]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Lessen overestimation]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Deepened extinction]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Occasional reinforced extinction]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Removal of safety signals]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Variability]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Retrieval cues]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Multiple contexts]","Do you think any of these ingredients and/or their descriptions should be corrected? If so, could you indicate this here? [Reconsolidation]","Do you think there are active ingredients in exposure therapy that are omitted in this list? If so, could you please indicate these here?","Could you please provide an indication as to your background/expertise?","Could you please provide an indication as to your background/expertise? [Other]","Do you have any last comments? For example, are there any articles that you think are crucial with respect to this topic, or is there anything else you would like to share?  	(Perhaps superfluously: note that this exploration is very much a 'lean' extra initiative we introduced in this project. We are aware that it is unlikely we'll obtain anything like 'the final word' on active ingredients in exposure therapy.)"
"29","","","en","","","","","","","","","","","","","","","","","","","",""
"30","","","en","","","","","","","","","","","","","","","","","","","",""
"31","","","en","","","","","","","","","","","","","","","","","","","",""
"32","","","en","","","","","","","","","","","","","","","","","","","",""
"33","","","en","","","","","","","","","","","","","","","","","","","",""
"34","","","en","","","","","","","","","","","","","","","","","","","",""
"35","","","en","","","","","","","","","","","","","","","","","","","",""
"36","","","en","","","","","","","","","","","","","","","","","","","",""
"37","","","en","","","","","","","","","","","","","","","","","","","",""
"38","","","en","","","","","","","","","","","","","","","","","","","",""
"39","","","en","","","","","","","","","","","","","","","","","","","",""
"40","","","en","","","","","","","","","","","","","","","","","","","",""
"41","","","en","","","","","","","","","","","","","","","","","","","",""
"42","","","en","","","","","","","","","","","","","","","","","","","",""
"43","","","en","","","","","","","","","","","","","","","","","","","",""
"44","1980-01-01 00:00:00","1","en","","","","","","","","","","","","","","","","","- self-efficacy (Bandura)
- contingency management (rewarding courageous behaviors (by praise or material rewards by therapist and carers; self-reward; ignoring anxious behaviors)","8","",""
"45","","","en","","","","","","","","","","","","","","","","","","","",""
"46","","","en","","","","","","","","","","","","","","","","","","","",""
"47","","","en","","","","","","","","","","","","","","","","","","","",""
"48","","","en","","","","","","","","","","","","","","","","","","","",""
"49","","","en","","","","","","","","","","","","","","","","","","","",""
"50","","","en","","","","","","","","","","","","","","","","","","","",""
"51","","","en","","","","","","","","","","","","","","","","","","","",""
"52","","","en","","","","","","","","","","","","","","","","","","","",""
"53","","","en","","","","","","","","","","","","","","","","","","","",""
"54","","","en","","","","","","","","","","","","","","","","","","","",""
"55","","","en","","","","","","","","","","","","","","","","","","","",""
"56","1980-01-01 00:00:00","1","en","","","","","","Expectancies for aversive events are explicitly stated before the start of the exposure trial and monitored throughout the exposure trial (perhaps better called expectancy monitoring)","","","","","","","","","","","It's maybe implicitly stated in the 'fear monitoring' ingredient, but I would add 'fear eliciting': one needs to be sure the participant is feeling anxious/experiencing fear in order for habituation to be possible
","-oth-","both post doc and therapist",""
"57","","","en","","","","","","","","","","","","","","","","","","","",""
"58","","","en","","","","","","","","","","","","","","","","","","","",""
"59","","","en","","","","","","","","","","","","","","","","","","","",""
"60","","","en","","","","","","","","","","","","","","","","","","","",""
"61","","","en","","","","","","","","","","","","","","","","","","","",""
"62","","","en","","","","","","","","","","","","","","","","","","","",""
"63","","","en","","","","","","","","","","","","","","","","","","","",""
"64","","","en","","","","","","","","","","","","","","","","","","","",""
"65","","","en","","","","","","","","","","","","","","","","","","","",""
"66","","","en","","","","","","","","","","","","","","","","","","","",""
"67","","","en","","","","","","","","","","","","","","","","","","","",""
"68","","","en","","","","","","","","","","","","","","","","","","","",""
"69","","","en","","","","","","","","","","","","","","","","","","","",""
"70","","","en","","","","","","","","","","","","","","","","","","","",""
"71","","","en","","","","","","","","","","","","","","","","","","","",""
"72","","","en","","","","","","","","","","","","","","","","","","","",""
"73","","","en","","","","","","","","","","","","","","","","","","","",""
"74","","","en","","","","","","","","","","","","","","","","","","","",""
"75","","","en","","","","","","","","","","","","","","","","","","","",""
"76","","","en","","","","","","","","","","","","","","","","","","","",""
"77","","","en","","","","","","","","","","","","","","","","","","","",""

